name,street_address,city,province,postcode,latitude,longitude,cuisine,phone,website,email,opening_hours,wheelchair,smoking,internet_access,operator,delivery,takeaway
"Mapo Gamjatang","4916 Yonge Street","North York","ON","","43.7641928","-79.4119896","","","","","","","","","","",""
"","","","","","43.7641393","-79.4002569","chinese","","","","","","","","","",""
"Konjiki Ramen","","","","","43.7669663","-79.4120212","japanese","","","","","","","","","",""
"Pizzamaru","4850 Yonge Street","North York","Ontario","M2M 3W5","43.7625798","-79.4114883","pizza","+1 (416) 222-3337","https://www.pizzamaru.ca/","","","","","","","",""
"Kinton Ramen","5165 Yonge Street","Toronto","","M2N 5P5","43.769798","-79.4127347","japanese;ramen","+1-647-350-7887","https://www.kintonramen.com/canada/","","","","","","","",""
"Shawarma Max","5171 Yonge Street","Toronto","","M2N 5P5","43.7699157","-79.4127542","shawarma","+1-647-351-7629","","","","","","","","",""
"Izakaya Tokyo Grill","5175 Yonge Street","Toronto","","M2N 5P5","43.7700009","-79.412753","japanese","","","","","","","","","",""
"The Keg","","","","","43.766424","-79.4117074","steak_house","","https://thekeg.com/en/locations/north-york","","","","","","","",""
"Union Social Eatery","4899 Yonge Street","","","M2N 5N4","43.7638886","-79.4111793","","+1-416-221-6789","https://www.unionsocial.ca/","usesheppard@unionsocial.ca","Mo-We,Su 11:30-23:00; Th-Sa 11:30-24:00","","no","wlan","","",""
"Evivva Restaurant Breakfast & Lunch","5221 Yonge Street","Toronto","","M2N 5P8","43.7711954","-79.4130989","","","","","","yes","","","","",""
"Oh Geul Boh Geul Korean Restaurant","","","","","43.7731802","-79.4141115","korean","","","","","","","","","",""
"Select Sandwich","","","","","43.7831536","-79.4159913","","","","","","","","","","",""
"Friendly House 24 hr","","","","","43.7868009","-79.4177036","","","","","24/7","","","","","",""
"Alborz Restaurant","","","","","43.7867099","-79.417666","persian","","","","","","","","","",""
"Ajuker Fried Chicken","","","","","43.788985","-79.418299","chicken","","","","","","","","","",""
"Ave Seoul Restaurant","","","","","43.7874678","-79.4171585","korean","","","","","","","","","",""
"Kayagum","5460 Yonge Street","North York","","M2N 6K7","43.7774096","-79.4152","japanese;korean","","","","24/7","","","","","","yes"
"Piazza Manna","","","","","43.7804338","-79.4165291","","","","","","","","","","",""
"JungSooNae","","","","","43.7833436","-79.4168165","","","","","","","","","","",""
"Pho Vietnamese Delight","5533 Yonge Street","North York","","M2N 5S2","43.7785661","-79.4149416","rice_noodle","","","","","","","","","",""
"Oh! Bar","5467 Yonge Street","North York","","M2N 5S1","43.7777722","-79.4147523","barbecue","","","","","","","","","",""
"Sansotei Ramen","13 Byng Avenue","Toronto","","M2N 5R7","43.7766188","-79.414018","japanese;ramen","+1-416-901-1160","https://www.sansotei.com/","","Mo-Th 11:30-22:30; Fr,Sa 11:30-24:00; Su 11:30-22:30","","no","","","",""
"VIPS Sushi","9 Byng Avenue","Toronto","","M2N 0E6","43.7765971","-79.4141366","japanese;sushi","+1-647-637-0821","","","Mo-Sa 11:00-23:00; Su 15:00-22:00","","","","","",""
"Authentic Japanese Food","5 Byng Avenue","Toronto","","","43.776587","-79.4141844","japanese","","","","We-Mo 12:00-23:00","","no","","","",""
"Pizza Shab","3 Byng Avenue","Toronto","","","43.7765685","-79.4142685","pizza;persian","+1-647-477-7288","https://pizzashab.ca/","","","","","","","",""
"Sang-Ji Fried Bao","1 Byng Avenue","Toronto","","M2N 5R6","43.7765583","-79.4143129","chinese;shanghai","","","","","","","","","",""
"North Stars Bar and Grill","5433 Yonge Street","Toronto","","M2N 5R6","43.7765322","-79.4143899","american","+1-416-596-5595","https://www.northstarsbar.com/","","","","no","","","",""
"Ajisen Ramen","5229 Yonge Street","Toronto","","M2N 5P8","43.7714378","-79.4131813","japanese;ramen","+1-416-223-0618","http://www.ajisen.ca/","","","","","","","",""
"Pastel Creperie","","","","","43.7762778","-79.4143751","dessert;coffee_shop","","","","Su-Th 12:00-23:00; Fr,Sa 12:00-24:00","","","","","",""
"Cheng Du Taste","5371 Yonge Street","Toronto","","M2N 5R6","43.7758619","-79.4142655","chinese","","","","","","","","","",""
"Beijing Restaurant","","","","","43.7758202","-79.4142505","chinese","","","","","","","","","",""
"Miss Durian","","","","","43.7749256","-79.414054","dessert;chinese","","","","","","","","","",""
"Go Topoki","","","","","43.7749685","-79.4140639","korean","","","","","","","","","",""
"Roll.com","","","","","43.7751322","-79.4140859","korean","","","","","","","","","",""
"SSAM Toronto Korean BBQ & Grill","","","","","43.7795213","-79.4158258","korean;barbecue","","","","","","","","","",""
"Nak Won Korean Restaurant","","","","","43.7794232","-79.4157746","korean","","","","","","","","","",""
"Pyong Won House","","","","","43.7793614","-79.4157605","korean","","","","","","","","","",""
"Cafe Princess","","","","","43.7793353","-79.4158995","bubble_tea;dessert","","","","","","","","","",""
"Simple Way","","","","","43.778296","-79.4154753","chinese","","","","","","","","","",""
"Vietnamese Delight","","","","","43.77855","-79.4149529","vietnamese","","","","","","","","","",""
"Lim Ga Ne Korean Restaurant","","","","","43.7784701","-79.4149588","korean","","","","","","","","","",""
"Hot-Star Fried Chicken","","","","","43.7784401","-79.4149469","chicken;fried_chicken;taiwanese","","","","","","","","","",""
"Ling BBQ","","","","","43.7784087","-79.4149351","barbecue;korean","","","","","","","","","",""
"MeNami","","","","","43.7778408","-79.4147941","japanese;noodle","","","","","","","","","",""
"Tasty Hut","5364 Yonge Street","Toronto","","","43.777676","-79.4147615","chinese;hunan","","","","","","","","","",""
"Yu Szechuan Cuisine","5461 Yonge Street","Toronto","","","43.7776228","-79.4147474","szechuan;chinese","","","","","","","","","",""
"Mabu Station","5455 Yonge Street","Toronto","","","43.7774738","-79.4146962","taiwanese;bubble_tea","","","","","","","","","",""
"Magic Noodle","","","","","43.7773861","-79.4146827","chinese;noodle","","","","","","","","","",""
"Korean Chinese Restaurant","","","","","43.7773318","-79.4146686","korean;chinese","","","","","","","","","",""
"Buk Chang Dong Soon Tofu Korean Restaurant","5445 Yonge Street","Toronto","","","43.777125","-79.4146237","korean","","","","","","","","","",""
"Angus Pho House","5443 Yonge Street","Toronto","","M2N 5S1","43.7770598","-79.4146163","vietnamese;noodle","","","","","","","","","",""
"Miss Fu In ChengDu","","","","","43.7770077","-79.4145876","chinese","","","","","","","","","",""
"Wing Machine","","","","","43.7769477","-79.4145709","wings;regional;pizza","","","","","","","","","",""
"Jin's Mi-Fen","5515 Yonge Street","Toronto","","","43.7783054","-79.414912","chinese;rice_noodle","","","","","","","","","",""
"Cheers Chicken & Beers","19 Finch Avenue West","North York","","M2N 7K4","43.7791284","-79.4174109","chicken;fried_chicken;fries","","","","Mo-Su 16:00-00:30","","","","","",""
"Huh Ga Ne","19 Finch Avenue West","North York","","M2N 7K4","43.779179","-79.4172641","korean","","","","24/7","","","","","yes",""
"XiangLongZhuaZhua","15 Northtown Way","Toronto","","","43.7752653","-79.4133731","chinese;chicken","","","","","","","","","",""
"Lucky Tea","15 Northtown Way","Toronto","","","43.7751539","-79.4139841","bubble_tea","","","","","","","","","",""
"Hot Impression","","","","","43.7733739","-79.4142502","chinese","","","","","","","","","",""
"DakGoGi","","","","","43.7729666","-79.4140716","korean","","","","","","","","","",""
"San Tong","","","","","43.772902","-79.4140504","chinese;shandong","","","","","","","","","",""
"i-migo","","","","","43.7753884","-79.4146915","japanese","","","","","","","","","",""
"Zhang's Kitchen 张小厨","","","","","43.7754924","-79.4147137","chinese","","","","","","","","","",""
"Crystal Palace","5418 Yonge Street","Toronto","","","43.7756962","-79.4147639","chinese","","","","","","","","","",""
"Palgong Tea","","","","","43.7757422","-79.4147734","bubble_tea;korean","","","","","","","","","",""
"Hey Sugar | 嘿糖","5379 Yonge Street","Toronto","","","43.7759884","-79.4143156","bubble_tea","","","","","","","","","",""
"春 Chun Yang Taiwan Black Tea","5377 Yonge Street","Toronto","","","43.775949","-79.4143057","tea","","","","","","","","","",""
"Chinese Burger 肉来谟","","","","","43.7753348","-79.4131828","chinese","","","","","","","","","",""
"ZenQ","","","","","43.7768257","-79.4144275","taiwanese;bubble_tea","","","","","","","","","",""
"Meet You","","","","","43.7769034","-79.4144472","hong_kong","","","","","","","","","",""
"Superhot","","","","","43.7735866","-79.4142719","hotpot","","","","","","","","","",""
"43° N BBQ Bar","5287 Yonge Street","","","","43.7726458","-79.4134541","chinese;barbecue","","","","","","","","","",""
"Yang's Braised Chicken Rice","","","","","43.7725985","-79.4133847","chinese","","","","","","","","","",""
"Yunshang Rice Noodle","5285 Yonge Street","Toronto","ON","M2N 5R3","43.7724975","-79.413338","noodle","","","","","","","","","",""
"Yupdduk Finch","116 Finch Avenue West","","","","43.7794067","-79.418285","korean","+1-416-225-5353","https://yupdduk.ca/","","","yes","","","","",""
"The Fry","","","","","43.788957","-79.4182864","chinese","","","","","","","","","",""
"Torch Sushi","","","","","43.7894934","-79.4182006","japanese","","","","","","","","","",""
"Daldongnae","","","","","43.7896889","-79.4183213","","","","","","","","","","",""
"Katsuya","","","","","43.7899839","-79.4185259","japanese;korean","","","","","","","","","",""
"Gol’s Lanzhou Noodle","","","","","43.7780982","-79.4148514","chinese","","","","","","","","","",""
"Supertech","","","","","43.7812796","-79.4156391","","","","","","","","","","",""
"Gui Gui","5935 Yonge Street","","","","43.7874099","-79.417156","korean","","","","","","","","","",""
"Good Taste Casserole Rice","5205 Yonge Street","North York","Ontario","M2N 5P7","43.7707061","-79.4130464","chinese","","https://goodtastecasserolerice.com/index-en.html","","","","","","","",""
"Daldongnae Korean BBQ","5211 Yonge Street","North York","Ontario","","43.7707563","-79.4130574","korean","","https://www.daldongnaebbq.com","","","","","","","",""
"Pizzamaru","6050 Yonge Street","North York","ON","M2M 3W5","43.7899166","-79.4184724","pizza","","https://www.pizzamaru.ca","","","","","","","",""
"The OWL of Minerva","5324 Yonge Street","Toronto","Ontario","M2N 5P9","43.7732893","-79.4142004","korean","+1-416-221-7275","","","24/7","","","","","",""
"HeyNoodles","5306 Yonge Street","Toronto","","M2N 5P9","43.7728334","-79.41409","chinese;noodle","","","","","","","","","",""
"Sugar Marmalade","","","","","43.7732266","-79.4142102","dessert","","","","","","","","","",""
"Mr Fish","5321 Yonge Street","Toronto","","M2N 5R4","43.7735444","-79.4136429","seafood;chinese","","","","","","","","","",""
"Upper East Food Club","5317 Yonge Street","Toronto","","M2N 5R4","43.7734604","-79.4136102","","","https://uppereastfood.club","","","","","","","",""
"Meet Fresh","5315 Yonge Street","Toronto","","M2N 5R4","43.7733809","-79.4135886","taiwanese","+1-416-546-5139","http://www.meetfreshcanada.com/east/","","","","","","","",""
"The Captain's Boil","5313 Yonge Street","Toronto","","M2N 5R4","43.7733309","-79.4135758","seafood","+1-647-348-7808","https://www.thecaptainsboil.com/","","","","","","","",""
"St. Louis Bar & Grill","5307 Yonge Street","Toronto","","M2N 5R4","43.7732021","-79.4135493","chicken","+1-416-226-5988","https://stlouiswings.com/","","","","","","","",""
"Cheese Garden","5291 Yonge Street","Toronto","","M2N 5R3","43.7728154","-79.4134444","dessert;japanese","+1-416-792-5888","https://www.cheesegarden.ca/","","","","","","","",""
"Wako Sushi","5213 Yonge Street","Toronto","","M2N 5P8","43.7708252","-79.4129719","japanese;sushi","+1-416-551-4476","https://www.wakosushi.ca/","","","","","","","",""
"Pho 88","5197 Yonge Street","Toronto","","M2N 5P7","43.7705299","-79.4128401","vietnamese","+1-416-225-8899","http://www.pho88yonge.ca/","","","","","","","",""
"Qing Shu Spicy Hot Pot","5195 Yonge Street","Toronto","","M2N 5P7","43.7704435","-79.4129068","chinese","","","","","","","","","",""
"","5505 Yonge Street","Toronto","","M2N 5S3","43.7780924","-79.4148101","","","","","","","","","","",""
"Ichiban Sushi","","","","","43.7943176","-79.4199192","sushi","","","","","","","","","",""
"Yummi's","","","","","43.7915699","-79.4179779","chinese","","","","","","","","","",""
"Laterna Family Restaurant","6301 Yonge Street","","","","43.7956986","-79.4191534","greek","","http://www.laterna.ca/","","Mo-Th 12:00-21:00; Fr 12:00-22:00; Sa 15:00-22:00","","","","","",""
"Famous Laffa","","","","","43.7952403","-79.4189669","","","","","","","","","","",""
"Zaffan","6200 Yonge Street","","","","43.7936567","-79.41936","","","","","","","","","","",""
"Bellafornia","","","","","43.8028931","-79.4196574","","","","","","","","","","",""
"Sushi Bong","","","","","43.8037332","-79.4199256","sushi","","","","","","","","","",""
"Eat BKK","","","","","43.7957152","-79.4192356","thai","","https://eatbkk.ca/","","","","","","","",""
"Daldongnae Korean BBQ","6347 Yonge Street","","","","43.7961134","-79.4191832","korean","","","","","","","","","",""
"Apkujung","","","","","43.7957638","-79.4192291","korean","+14162296248","","","","","","","","",""
"Roses New York","6313 Yonge Street","North York","ON","M2M 3X7","43.7958042","-79.419245","persian;american","+14167333636","http://www.rosesnewyork.com/","","","","","","","",""
"Yu Garden","","","","","43.8432044","-79.408111","chinese","","","","","","","","","",""
"糊涂楼 Hot Taste Restaurant","324 Highway 7","Richmond Hill","Ontario","","43.8407192","-79.4005187","chinese","+1 9058869989","","","Mo-Su 16:00-5:00","","","","","",""
"The Flying Fish","324 Highway 7","Richmond Hill","Ontario","","43.8407535","-79.4003607","japanese","+1 9058829959","https://www.theflyingfish-ca.com/","","","","","","","",""
"荔銀腸粉店 Li Yin Chang Fen Roll","324 Highway 7","Richmond Hill","Ontario","","43.8408206","-79.4000903","chinese","+1 9057076266","","","Mo-Su 8:30-21:00","","","","","",""
"The One Fusion Cuisine","","","","","43.8513637","-79.4081676","chinese","","","","","","","","","",""
"Silver Bay Cafe","","","","","43.867851","-79.4121499","chinese","","","","","","","","","",""
"Senbazuru Sushi Bar","","","","","43.8680092","-79.4121963","sushi","","","","","","","","","",""
"Maxim Restaurant","","","","","43.8685554","-79.4123406","chinese","","","","","","","","","",""
"Yang's Fine Chinese Cuisine","","","","","43.868486","-79.4130067","chinese","","","","","","","","","",""
"Bombay's Chutney","1070 Major Mackenzie Drive East","Richmond Hill","","L4S 1P3","43.8768517","-79.4149933","","+1-905-883-4400","","","","","","","","",""
"Restoran Malaysia","815 Major Mackenzie Drive East","Richmond Hill","","L4C 9X2","43.8757716","-79.4135361","malaysian","+1-905-508-1432","https://www.restoranmalaysia.com/","","","","","","","",""
"Thai Basil","1070 Major Mackenzie Drive East","Richmond Hill","","L4S 1P3","43.8770432","-79.4141175","thai","","","","Mo-Th,Su 11:30-22:00; Fr-Sa 11:30-22:30","","outside","","","","yes"
"Cafe KenKaKu","1070 Major Mackenzie Drive East","Richmond Hill","","L4S 1P3","43.8771157","-79.4137195","japanese","","","","","","","","","",""
"Allencourt Restaurant","","","","","43.8763949","-79.4177097","fish_and_chips","","","","","","","","","",""
"Thw Owl of Minerva","","","","","43.8758715","-79.4132616","korean","","","","","","","","","",""
"Bayview Kitchen","","","","","43.8756506","-79.4139071","chinese","","","","","","","","","",""
"Beijing Tong Ren Tang","","","","","43.8765376","-79.4106981","chinese","","","","","","","","","",""
"Bayview Court Chinese Restaurant","1070 Major Mackenzie Drive East","","","","43.877089","-79.4137849","chinese","","","","","","","","","",""
"Fusion Viet Food","1070 Major Mackenzie Drive East","","","","43.8768979","-79.4147","vietnamese","","","","","","","","","",""
"Wimpy's","","","","","43.7639544","-79.3988515","diner","","","","","","","","","",""
"Goa Kitchen","","","","","43.7683578","-79.3863323","indian","","","","","","","","","",""
"Pearl Bayview","","","","","43.7684461","-79.3862454","chinese","","","","","","","","","",""
"Gangnam Sushi","","","","","43.7638885","-79.3991578","japanese","","","","","","","","","",""
"Spring Chicken House","","","","","43.7638752","-79.3992211","chinese","","","","","","","","","",""
"Vietnoms","","","","","43.7644858","-79.3961714","","","","","","","","","","",""
"Shamshiri Restaurant","","","","","43.7644707","-79.3984131","","","","","","","","","","",""
"So Hungry","","","","","43.7645414","-79.3959498","","","","","","","","","","",""
"Sun Star Chinese","","","","","43.7879823","-79.3811425","chinese","","","","","","","","","",""
"Paik's Noodle","1549 Steeles Avenue East","North York","ON","M2M 3Y7","43.805213","-79.3841029","korean","+1-416-218-8999","https://paiksnoodle.com/","","Mo-Su 11:30-22:00","no","no","","","","yes"
"Pizza Hut","392 John Street","Markham","Ontario","L3T 5W6","43.8206476","-79.3882029","pizza","+1-905-886-4444","https://www.pizzahut.ca/huts/ca-1/R31403/","","Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-23:00","","","","","","yes"
"Ferovia Ristorante","","","","","43.8131911","-79.3985682","italian","","","","","","","","","",""
"SHoomSHoom","","","","","43.8134496","-79.3988087","","","","","","","","","","",""
"Hunan Restaurant","","","","","43.82047","-79.3983027","chinese","","","","","","","","","",""
"Bento sushi","","","","","43.8135155","-79.3984629","sushi","","","","","","","","","",""
"Santorini","","","","","43.8200191","-79.3989811","greek","","","","","","","","","",""
"Ambassador Chinese Cuisine","","","","","43.8438595","-79.3871479","chinese","","","","","","","","","",""
"Tastee","9021 Leslie Street","","","","43.847558","-79.382507","","","","","","","","","","",""
"Nogi Sushi","115 Times Avenue","Markham","Ontario","","43.8421997","-79.3903523","sushi","","","","We-Mo,PH 11:30-21:30","yes","","","","",""
"Golden Court Restaurant","","","","","43.8442699","-79.3882315","","","","","","","","","","",""
"漁米軒 Yumi Legend","328 Highway 7","Richmond Hill","Ontario","","43.8408706","-79.3997092","chinese","+1 9055976667","","","Mo-Su 11:00-23:00","no","","","","",""
"Kinton Ramen","505 Highway 7","Richmond Hill","","L3T 7T1","43.8425862","-79.388034","japanese","+1-905-597-8775","https://www.kintonramen.com/canada/locations/","","Mo-Su 11:30-22:30","","no","","","yes",""
"Saigon Star","","","","","43.8410784","-79.3990395","vietnamese","","","","","","","","","",""
"O Mei Fine Chinese Cuisine","420 Highway 7","Richmond Hill","Ontario","","43.8429987","-79.3904944","chinese","","","","","","","","","",""
"My Wonderful Kitchen","350 Highway 7","","","","43.8415277","-79.3974574","","","","","","","","","","",""
"bb.q Chicken","420 Highway 7","Richmond Hill","Ontario","L4B 3K2","43.8434932","-79.3908352","korean;chicken","","http://www.88porkbonesoup.ca/","","","","","","","",""
"人人菜館 New Choice Restaurant","324 Highway 7","Richmond Hill","Ontario","","43.8408357","-79.3999967","chinese","+1 9058862313","","","Mo-Su 11:00-23:00","","","","","",""
"小龙坎老火锅 XiaoLongKan Chinese Fondue","328 Highway 7","Richmond Hill","Ontario","","43.8409601","-79.3996419","chinese;hot_pot","+1 9055971885","https://www.xiaolongkan.ca/?lang=en","","Fr-Tu 12:00-02:00, We,Th 12:00-23:30","yes","","","","",""
"湘椒老茶館 Hunan Tearoom","328 Highway 7","Richmond Hill","Ontario","","43.8413393","-79.3997844","chinese;sichuanese","","http://hotopiacanada.com/richmond-hill/","","Mo-Su 12:00-21:30","yes","","","","",""
"The Big Brother","328 Highway 7","Richmond Hill","Ontario","","43.8415825","-79.3996279","chinese","","","","","","","","","",""
"Shanghai Dimsum","","","","","43.8414536","-79.3989032","chinese","","","","","","","","","",""
"Sanxi Noodle","328 Highway 7","Richmond Hill","Ontario","","43.8416406","-79.3993563","noodle","","https://www.shinghingfood.com/","","","","","","","",""
"Sapporo Sushi","","","","","43.8413327","-79.3988231","sushi","","","","","","","","","",""
"Da Long Yi Hotpot","360 Highway 7","","","","43.8412684","-79.3980272","chinese","","","","","","","","","",""
"Hikari Sushi House","","","","","43.8416209","-79.3956931","sushi","","","","","","","","","",""
"Kum Hong BBQ Restaurant","420 Highway 7","Richmond Hill","Ontario","","43.8436234","-79.3912145","chinese","","","","Mo-Sa 11:00-20:30","yes","","","","",""
"The Point Eatery","420 Highway 7","Richmond Hill","Ontario","","43.8433875","-79.3907774","chinese","","","","","","","","","",""
"Pho Anh Vu","420 Highway 7","Richmond Hill","Ontario","","43.8432804","-79.3907258","vietnamese","","","","","","","","","",""
"老街肠粉 Millstone Rice Rolls","328 Highway 7","Richmond Hill","Ontario","","43.841624","-79.3994416","chinese","+1 2895976788","","","Mo-Su 08:00-01:00","","","","","",""
"Inaroy","328 Highway 7","Richmond Hill","Ontario","","43.8417448","-79.3990319","thai","+1 9055971766","","","Mo-Su 11:30-22:00","","","","","",""
"Donburi ドンプリ","505 Highway 7","Markham","Ontario","","43.8420126","-79.3860767","japanese","","","","","","","","","",""
"蜀香苑川菜馆 Szechuan Legend Restaurant","505 Highway 7","Markham","Ontario","","43.8419966","-79.3861737","chinese","","","","","","","","","",""
"真東北餃子館 Chinese Dumpling House","505 Highway 7","Markham","Ontario","","43.8419788","-79.3862754","chinese","","","","","","","","","",""
"西北樓 Shaanxi Restaurant","505 Highway 7","Markham","Ontario","","43.841961","-79.386374","chinese","","","","","","","","","",""
"Asian Legend 味香村","505 Highway 7","Markham","Ontario","","43.8420077","-79.3870072","chinese","","","","","","","","","",""
"Korean Grill House 髙養村","505 Highway 7","Markham","Ontario","","43.8421166","-79.3871628","korean","","","","","","","","","",""
"Goubuli","","","","","43.8436606","-79.3885684","chinese","","http://goubuli.ca/","","","","","","","",""
"Pepper Wok","","","","","43.8438268","-79.388918","chinese;hong_kong","+1-905-889-8928","https://www.pepperwok.ca/","","Mo,We-Su 11:30-19:00; Tu off","","","","","",""
"Noodle Legend","","","","","43.8440671","-79.3890508","chinese","","","","","","","","","",""
"Jim Chai Kee Noodle","","","","","43.8443467","-79.38801","chinese","","","","","","","","","",""
"Yu Seafood","","","","","43.8444058","-79.3873685","seafood;chinese","","","","","","","","","",""
"Akasaka Japanese Restaurant","","","","","43.8436568","-79.3885402","japanese","","","","","","","","","",""
"Adrak Indian Restaurant & Bar","","","","","43.8444374","-79.3852678","indian","","","","","","","","","",""
"Zunyuan Restaurant","","","","","43.8482777","-79.3826491","chinese","","","","","","","","","",""
"Chi Star Restaurant","","","","","43.8483785","-79.3821363","chinese;hong_kong","","","","","","","","","",""
"Uncle Seven Noodle","","","","","43.8484108","-79.38197","chinese","","","","","","","","","",""
"Isaan Der","","","","","43.848365","-79.3822596","thai","","","","","","","","","",""
"Yan's Kitchen","","","","","43.8491917","-79.3841604","chinese","","","","","","","","","",""
"Gaima Rice Bowl","","","","","43.841393","-79.3998141","chinese","","","","","","","","","",""
"Uncle Qiang BBQ","","","","","43.8412964","-79.3979489","","","","","","","","","","",""
"Awesome","","","","","43.8443335","-79.3846775","","","","","","","","","","",""
"Jumbo Lobster","9019 Leslie Street","Richmond Hill","ON","L4B 4A3","43.8477975","-79.3822","seafood;chinese","+19058898898","https://jumbolobster.ca/","","Mo-Su 10:00-23:00","","","","","",""
"Shinta Japanese BBQ","","","","","43.8436545","-79.3881878","japanese","+1-905-597-0305","https://shintabbq.ca/","","Fr-Sa 12:00-24:00; Su-Th 12:00-23:00","","","","","",""
"Richlane Chinese Cuisine","","","","","43.866302","-79.3859268","chinese","","","","","","","","","",""
"Epic Pita Richmond Hill","16 Vogell Road","Richmond Hill","","L4B 3K4","43.8643279","-79.3833572","mediterranean;shawarma","","","","Mo-Sa 11:00-21:00","","no","","","yes","yes"
"Turtle Jacks Muskoka Grill","10 Vogell Road","Richmond Hill","","L4B 3K4","43.8644532","-79.3825151","burger","","","","Mo-Su 11:00-24:00","","no","","","","yes"
"Fraticelli Italian Grill and Bar","10 Vogell Road","Richmond Hill","","L4B 3K4","43.8641226","-79.3823742","italian","","","","","","outside","","","no",""
"Congee Wong 天皇名粥","1 Spadina Road","Richmond Hill","Ontario","L4B 3M2","43.8611157","-79.3945548","chinese;cantonese","+1 (905) 883-1668","https://congee-wong.com/","","Mo-Su 10:00-21:00","yes","","wlan","","yes","yes"
"Haru","10 East Wilmot Street","Richmond Hill","ON","L4B 1G9","43.8533054","-79.3835872","sushi","","","","","","","","","",""
"Bali Restaurant","10 East Wilmot Street","Richmond Hill","ON","L4B 1G9","43.8535999","-79.3839726","balinese","","","","","","","","","",""
"Magic Noodles","","","","","43.8613823","-79.3896268","chinese","","","","24/7","","","","","",""
"Komo Shokudo","","","","","43.8613574","-79.3897525","japanese","","","","","","","","","",""
"Golden Flower Cafe","1 Spadina Road","Richmond Hill","Ontario","L4B 3M2","43.8613588","-79.3953577","chinese","+1-905-780-0023","","","","","","","","",""
"Ming Cuisine","1 Spadina Road","Richmond Hill","Ontario","L4B 3M2","43.8613665","-79.394724","chinese","+1-905-883-7688","https://mingcuisine.ca/","","","","","","","",""
"Northern Cafe","","","","","43.8613016","-79.3956236","chinese","","","","","","","","","",""
"The Keg","1977 Leslie Street","Toronto","","M3B 2M3","43.7588226","-79.3608736","steak_house","+1-416-446-1045","https://thekeg.com/en/locations/leslie-street","","","yes","","","","",""
"Hamaru Sushi","","","","","43.7552172","-79.3600498","sushi","+1-647-352-2425","","","","yes","","","","",""
"Jerusalem Restaurant","4778 Leslie Street","","","","43.7788827","-79.3639364","mediterranean","","","","","","","","","",""
"Peking Man Restaurant","","","","","43.7711556","-79.3692898","","","","","","","","","","",""
"SunShine Spot","796 Sheppard Avenue East","North York","","","43.7700926","-79.3747599","","","","","","","","","","",""
"Bow Thai","","","","","43.7787279","-79.3639099","thai","","","","","","","","","",""
"Congee Wong","11 Ravel Road","Toronto","Ontario","M2J 2X2","43.7906388","-79.3657401","chinese","+1 416-493-8222","https://www.congeewong.com","","","","","","","","yes"
"Chinese Halal Restaurant","","","","","43.7911958","-79.3667693","chinese","","","","","","","","","",""
"Joyous Chinese Cuisine","5505 Leslie Street","North York","Ontario","M2H 3N6","43.7912104","-79.3677019","chinese","+1 905-321-6805","https://joyouschinesecuisine.ca","","Mo-Fr 10:00-11:00; Sa-Su 09:00-11:00","yes","","","","",""
"Ming Lou","10 Ravel Road","North York","","","43.7905909","-79.3660023","chinese","","","","","","","","","",""
"He He Long BBQ Takeout","","","","","43.7910098","-79.366856","chinese","","","","","","","","","",""
"Hot Spicy Spicy","173 Ravel Road","North York","ON","","43.7912263","-79.3674221","chinese","","","","","","","","","",""
"tuanzhang","","","","","43.7906075","-79.3659366","sushi","","","","","","","","","",""
"cross-the-bridge noodle","","","","","43.7911042","-79.3669137","noodle","","","","","","","","","","yes"
"Ko-Sam","","","","","43.7983996","-79.3688939","korean","","","","","","","","","",""
"Marlowe Restaurant & Wine Bar","155 York Boulevard","","","","43.8467387","-79.3748387","","","","","","","","","","",""
"Jack Astor's","York Boulevard","","","","43.8467399","-79.3752823","american","","","","","","","","","",""
"Bombay Bhel","230 Commerce Valley Drive East","Thornhill","on","L3T 7Y3","43.8436444","-79.3774199","indian;international","+1 905-771-6957","https://bombaybhel.foodticket.ca/","","","","","","","yes","yes"
"Baton Rouge","","","","","43.8439732","-79.3777391","steak_house","","","","","","","","","",""
"Host Fine Indian Cuisine","","","","","43.8460417","-79.3791699","indian","","","","","","","","","",""
"Moxie's","159 York Boulevard","","","","43.8478743","-79.3748624","bar_and_grill","","","","","","","","","",""
"Congee Queen","","","","","43.8435807","-79.3781167","chinese","","https://www.congeequeen.com","","","","","","","",""
"KIKU Japanese Cuisine","","","","","43.8437487","-79.3781669","japanese","","https://www.sushikiku.com/","","","","","","","",""
"CHAKO","163 York Boulevard","Richmond Hill","","L4B 4A7","43.8485615","-79.3742522","asian","+1-905-889-7898","http://www.chakobbq.ca","","","","no","","","",""
"Caffe Demetre","100 York Boulevard","Richmond Hill","","L4B 1J8","43.8473022","-79.3770471","dessert","+1-905-881-8406","http://www.caffedemetre.com","","Mo-Th 14:00-23:30; Fr 14:00-01:30; Sa 13:00-01:30; Su 13:00-23:30","","no","","","",""
"Dragon Boat Fusion Cuisine","","","","","43.8487057","-79.3764983","asian","","","","","","","","","",""
"Chongqing Liyuahu Hotpot","","","","","43.8455219","-79.3796039","","","","","","","","","","",""
"Lone Star Texas Grill","","","","","43.8475895","-79.375334","tex-mex","","","","","","","","","",""
"Scaddabush","","","","","43.847322","-79.374349","italian","","https://scaddabush.com/?locationId=842","","","","","","","",""
